LegalNm,BusNm,Address,City,State,Country,Zipcode,Phone_Number,Website,Total_Assets,Clients
"DARE CAPITAL MANAGEMENT, LLC","DARE CAPITAL MANAGEMENT, LLC",2405 S. CROATAN HWY,NAGS HEAD,NC,United States,27959,252-480-0156,HTTPS://WWW.DARECAPITAL.COM,12976323,26-50
"ASSET MANAGEMENT SPECIALTIES, LLC",TERRELL FINANCIAL GROUP,3045 RIDGELAKE DRIVE,METAIRIE,LA,United States,70002,504-838-0411,HTTP://WWW.HOW2RETIRE.COM/,12980560,1-10
SOLOMON GROUP III INC.,TRI-QUEST INVESTMENT ADVISORS,7946 N. MAPLE AVE #113,FRESNO,CA,United States,93720,559-323-8300,HTTP://WWW.THECHRISTIANMONEYCOACH.COM,12993160,0
"CREOLE WEALTH SOLUTIONS, LLC","CREOLE WEALTH SOLUTIONS, LLC",,,,,,504-458-4719,,12997000,0
"PERSONAL WEALTH PLANNING, LLC","PERSONAL WEALTH PLANNING, LLC",2450 HOLLYWOOD BLVD,HOLLYWOOD,FL,United States,33020,954-985-3555,http://www.pwp-ria.com,12998000,11-25
"DAVISSON INVESTMENT, LLC","DAVISSON INVESTMENT, LLC",14 PATTERSON LANE,NEWINGTON,NH,United States,03801,603-686-0342,,12998544,0
"LEGACY WEALTH MANAGEMENT, INC.",LEGACY RETIREMENT ADVISORS,38231 TIMBER LANE,ST. PETER,MN,United States,56082,(507) 995-3414,HTTP://WWW.AARONBRITZ.COM,13000000,1-10
BLACKBAY CAPITAL ADVISORS LLC,BLACKBAY CAPITAL ADVISORS LLC,,,,,,217-656-4630,HTTP://WWW.THEBLACKBAYGROUP.COM,13000000,0
TDIRECTION ASSET MANAGEMENT,TD ADVISORY GROUP,"2409 25TH AVE,",SAN FRANCISCO,CA,United States,94116,877-243-2323,HTTP://WWW.TDADVISORYGROUP.COM,13000000,0
SCHWARZ FINANCIAL SERVICES LLC,DEAFINVEST,1775 TYSONS BLVD,TYSONS,VA,United States,22102,202-559-5509,HTTP://WWW.SCHWARZ-FINANCIAL.COM,13000000,1-10
BRIGGS FINANCIAL INC.,BRIGGS FINANCIAL INC.,,,,,,517-242-7804,https://www.instagram.com/briggsfinancial/,13000000,51-100
"DUPONT WEALTH SOLUTIONS, LLC","DUPONT WEALTH SOLUTIONS, LLC",655 METRO PLACE SOUTH,DUBLIN,OH,United States,43017,614.408.0529,HTTP://WWW.DUPONTWEALTH.COM,13000000,11-25
"ECHO CREEK CAPITAL, LLC","ECHO CREEK CAPITAL, LLC",,,,,,301-652-0724,https://www.linkedin.com/in/stephen-e-berube-7a1b843,13000000,0
"REDWOOD FINANCIAL ADVISORS, INC","REDWOOD FINANCIAL ADVISORS, INC",165 N. REDWOOD DR.,SAN RAFAEL,CA,United States,94903,415-472-1510,HTTPS://WWW.REDWOODFINANCIALADVISORS.COM,13000000,1-10
"TRI-LAKES FINANCIAL SERVICES, L.L.C.","TRI-LAKES FINANCIAL SERVICES, L.L.C.",15920B US HWY 160,FORSYTH,MO,United States,65653,417-546-2850,,13000000,11-25
"FULTON INVESTMENT ADVISERS, INC.","FULTON INVESTMENT ADVISERS, INC.",7500 WEST STATE STREET,WAUWATOSA,WI,United States,53213,414-302-9999,,13000000,1-10
MAIN LINE CAPITAL MANAGEMENT,MAIN LINE CAPITAL MANAGEMENT LLC,403 MAIN STREET,BUFFALO,NY,United States,14203,716-840-2404,HTTP://WWW.MAINLINECAP.COM,13000000,26-50
"LIGHTHOUSE FINANCIAL PLANNING, LLC","LIGHTHOUSE FINANCIAL PLANNING, LLC",,,,,,301-996-7044,HTTPS://LIGHTHOUSEFP.COM,13000000,11-25
"ALEPH INVESTMENTS, LLC","ALEPH INVESTMENTS, LLC",,,,,,410-750-7894,HTTPS://ALEPHINVESTMENTS.NET,13000000,0
BOSTON INVESTMENT MANAGEMENT L.L.C.,BOSTON INVESTMENT MANAGEMENT L.L.C.,4000 PONCE DE LEON BLVD.,CORAL GABLES,FL,United States,33146,786-797-5221,https://bostoninvestmentmanagement.com/,13000000,0
OMELINA GROUP WEALTH MANAGEMENT INC.,OMELINA GROUP WEALTH MANAGEMENT INC.,,,,,,715-356-3055,,13000000,
KEATON CAPITAL MANAGEMENT L.L.C.,KEATON CAPITAL MANAGEMENT L.L.C.,,,,,,847-830-4039,,13000000,0
22 SEVEN WEALTH MANAGEMENT INC,22 SEVEN WEALTH MANAGEMENT INC,455 HARRISON AVE,PANAMA CITY,FL,United States,32401,850-960-2207,HTTPS://WWW.22SEVENWEALTHMGMT.COM,13000000,0
US CAPITAL GLOBAL WEALTH MANAGEMENT LLC,"US CAPITAL GLOBAL WEALTH MANAGEMENT, LLC",1 FERRY BUILDING,SAN FRANCISCO,CA,United States,94111,917 923 9649,http://WWW.USCAPITAL.COM,13000000,51-100
"MORRIS GROUP ADVISORY SERVICE, INC","MORRIS GROUP ADVISORY SERVICE, INC",,,,,,317-445 7012,,13000000,
"BE INVESTMENT MANAGEMENT, LLC",BE INVESTMENT MANAGEMENT,,,,,,860-310-6617,HTTP://WWW.BEINVESTMENTMGMT.COM,13000000,
BIRKBECK CAPITAL LLC,LONDON HOUSE CAPITAL,842 BROOKLINE DRIVE,SUNNYVALE,CA,United States,94087,650-762-8078,https://www.londonhousecapital.com,13000000,0
8 KNOT CAPITAL L.L.C.,8 KNOT CAPITAL L.L.C.,,,,,,206-465-0913,,13000000,0
ABAYA WEALTH MANAGEMENT LLC,ABAYA WEALTH MANAGEMENT LLC,,,,,,716-345-0110,http://linkedin.com/in/taunya-abaya-cfp,13000000,0
"MWM ADVISORY GROUP, LLC","MWM ADVISORY GROUP, LLC",332 W. US HWY 30,VALPARAISO,IN,United States,46385,219-510-5069,https://mwmfinancial.tax/,13000000,1-10
"4/26 RETIREMENT INCOME PLANNING & WEALTH MANAGEMENT, LLC","4/26 RETIREMENT INCOME PLANNING & WEALTH MANAGEMENT, LLC",1510 ROOSEVELT AVE,GUAYNABO,PR,United States,00968,787-919-7788,,13001557,0
MISSIO INVESTMENT MANAGEMENT LLC,MISSIO INVESTMENT MANAGEMENT LLC,33 S GARFIELD ST,HINSDALE,IL,United States,60521,630-323-5929,HTTP://WWW.MISSIOIM.COM/,13011000,0
MPM FINANCIAL CORPORATION,MPM FINANCIAL CORPORATION,55 EAST 5TH STREET,ST. PAUL,MN,United States,55101,651-493-8751,https://www.facebook.com/Peter-J-OBrien-Investment-Advisor-205394433282192/,13025000,0
AMIN KHAKIANI LTD,AMIN KHAKIANI,,,,,,3103700495,,13029285,0
"AIM ADVISORY GROUP, LLC","AIM ADVISORY GROUP, LLC",7021 KEWANEE AVE,LUBBOCK,TX,United States,79424,(806) 853-8004,HTTP://WWW.AIMADVISORYGROUP.COM,13031205,1-10
"RIVERBEND INVESTMENT MANAGEMENT, LLC","RIVERBEND INVESTMENT MANAGEMENT, LLC",,,,,,302-219-3080,HTTP://WWW.JOHNROTHE.COM,13033000,0
CORRIGIT CAPITAL GROUP,CORRIGIT CAPITAL GROUP,1055 E COLORADO BLVD,PASADENA,CA,United States,91106,626-240-4600,HTTP://WWW.CORRIGITCAPITAL.COM,13037842,0
NOTTINGHILL CAPITAL MANAGEMENT INC.,NOTTINGHILL CAPITAL MANAGEMENT INC.,,,,,,516-944-5077,HTTPS://WWW.NOTTINGHILLCAPITALMANAGEMENT.COM,13049028,
"CARLSON WEALTH, LLC","CARLSON WEALTH, LLC",11330 Q STREET,OMAHA,NE,United States,68137,402-999-7513,https://www.msc-wealth.com,13056360,11-25
"THOMPSON & THOMPSON INVESTMENT ADVISORS, INC.","THOMPSON & THOMPSON INVESTMENT ADVISORS, INC.",,,,,,(626) 639-6562,https://www.tnt-advisors.com,13058572,1-10
SUBVERSIVE CAPITAL ADVISOR LLC,SUBVERSIVE CAPITAL ADVISOR LLC,,,,,,212-461-4825,https://www.linkedin.com/company/subversive-capital/about/,13066443,
"RETIRE WITH CONFIDENCE FOR LIFE, LLC",RWC FOR LIFE,2020 CALAMOS COURT,NAPERVILLE,IL,United States,60563,630-393-6500,HTTPS://WWW.RWCFORLIFE.COM,13069763,0
"LONGHORN INVESTMENTS, INC.","LONGHORN INVESTMENTS, INC.",,,,,,561-736-7972,,13077000,1-10
"SCHORR, KARL NELSON","KARL SCHORR WEALTH MANAGEMENT, LLC","27186 NEWPORT ROAD, SUITE 2",MENIFEE,CA,United States,92584,951-223-1879,https://karlschorr.com,13079667,1-10
IRONBOUND ADVISORY LLC,IRONBOUND ADVISORY LLC,,,,,,(973) 216-2333,,13083000,1-10
"BELINDA LESLIE A REGISTERED INVESTMENT ADVISER, INC.","BELINDA LESLIE A REGISTERED INVESTMENT ADVISER, INC.",,,,,,615-482-0300,HTTP://WWW.BELINDALESLIE.COM/,13088883,1-10
"INVESTOR COUNSEL, LLC","INVESTOR COUNSEL, LLC",130 S. BARSTOW STREET,EAU CLAIRE,WI,United States,54701,715-577-0916,,13093511,0
"BOND WEALTH PLANNING & INVESTMENTS, PLLC","BOND WEALTH PLANNING & INVESTMENTS, PLLC",25211 GROGAN'S MILL RD,THE WOODLANDS,TX,United States,77380,281-798-7551,http://www.bondwealthplanning.com,13093528,0
CROSSROADS FINANCIAL SERVICES LLC,CROSSROADS FINANCIAL SERVICES LLC,,,,,,3366014222,,13097642,1-10
"WINTEN INVESTMENT PARTNERS, LLC","WINTEN INVESTMENT PARTNERS, LLC",,,,,,308-440-4661,,13100000,0
"VOLITION FINANCIAL NETWORK, LLC","VOLITION FINANCIAL NETWORK, LLC",3615 SUPERIOR AVENUE,CLEVELAND,OH,United States,44114,(440) 622-1566,https://volitionfn.com/,13100000,0
"TWIN CITIES WEALTH STRATEGIES, INC.","TWIN CITIES WEALTH STRATEGIES, INC.","11670 FOUNTAINS DRIVE, SUITE 200",MAPLE GROVE,MN,United States,55369,(763) 445-2772,HTTP://WWW.TCWEALTHSTRATEGIES.COM,13103695,11-25
"DACEYHOLDEN MANAGEMENT, LLC","DACEYHOLDEN MANAGEMENT, LLC",ONE BRIDGE PLAZA NORTH,FORT LEE,NJ,United States,07024,(617) 921-7868,,13105855,
NAVIGATOR ASSET MANAGEMENT LLC,NAVIGATOR ASSET MANAGEMENT LLC,ONE LIBERTY PLACE,PHILADELPHIA,PA,United States,19103,1-800-766-2264,,13114316,
"HURON INVESTMENT MANAGEMENT, INC.","HURON INVESTMENT MANAGEMENT, INC.",420 W HURON ST,CHICAGO,IL,United States,60654,312-714-9112,HTTP://WWW.HURONINVESTMENTS.COM,13117465,
"SADDLE RIVER CAPITAL MANAGEMENT, LLC","SADDLE RIVER CAPITAL MANAGEMENT, LLC",,,,,,201-497-5930,HTTP://WWW.SADDLERIVERCAPITAL.NET,13120795,51-100
"BREVITY & ASSOCIATES, LLC",BREVITY & ASSOCIATES,,,,,,919-670-5902,http://www.brevityus.com,13123336,1-10
"SULLIVAN WOOD CAPITAL MANAGEMENT, LLC","SULLIVAN WOOD CAPITAL MANAGEMENT, LLC",1100 H ST NW,WASHINGTON,DC,United States,20005,202-775-8484,HTTP://WWW.SULLIVANWOOD.COM,13125890,11-25
"FG&G FINANCIAL SERVICES, LLC","FG&G FINANCIAL SERVICES, LLC",153 ANDOVER STREET,DANVERS,MA,United States,01923,978-605-5030,HTTPS://WWW.FGGFINANCIAL.COM,13140346,
BALANCED CAPITAL INVESTMENTS LLC,BALANCED CAPITAL,,,,,,435-200-3050,https://www.balanced-capital.com,13150000,26-50
"LMC INVESTMENTS, INC.","LMC INVESTMENTS, INC.",ONE HOLLIS ST,WELLESLEY,MA,United States,02482,781-237-6767,,13154492,0
"CM20 WEALTH MANAGEMENT, LLC",CM20 WEALTH MANAGEMENT,1221 SOUTH CLARKSON STREET,DENVER,CO,United States,80210,303-570-7623,https://cm20wealth.com,13157379,
"PARAMOUNT PLANNING, LLC",PARAMOUNT FINANCIAL,100 CONIFER HILL DRIVE,DANVERS,MA,United States,01923,978-406-9137,http://paramountfinancialma.com,13160281,11-25
"KONZA CAPITAL ADVISORS, INC.",KONZA CAPITAL ADVISORS,,,,,,785-565-1229,,13162286,11-25
"WINDHAM FINANCIAL SERVICES, INC.","WINDHAM FINANCIAL SERVICES, INC.",,,,,,802-425-7755,HTTP://WWW.WINDHAMFINANCIAL.COM,13166758,
"ASSOCIATED FINANCIAL PARTNERS, INC.","ASSOCIATED FINANCIAL PARTNERS, INC.",,,,,,678-777-8836,,13173715,1-10
"EVERGREEN FINANCIAL GROUP, LLC",EVERGREEN FINANCIAL GROUP,,,,,,(406)272-2828,http://www.evergreenfigroup.com/,13180402,11-25
TUBREAUXS WEALTH & LEGACY SOLUTIONS LLC,TUBREAUXS WEALTH & LEGACY SOLUTIONS,252 N. WHEELER ST.,JASPER,TX,United States,75951,409-489-3398,HTTP://WWW.TUBREAUXS.COM,13183595,26-50
ESOTERIC WEALTH PARTNERS LLC,ESOTERIC WEALTH PARTNERS LLC,19009 33RD AVE W,LYNNWOOD,WA,United States,98036,(425) 354-5627,HTTPS://WWW.FACEBOOK.COM/ESOTERICWEALTH,13185022,0
"JHM ASSET MANAGEMENT, LLC","JHM ASSET MANAGEMENT, LLC",,,,,,832-888-2244,https://jhmam.net/,13199907,
"LIVINGSTON & ASSOCIATES, LTD.","LIVINGSTON & ASSOCIATES, LTD.",,,,,,618-659-9700,HTTP://WWW.FINANCIALWEALTH.ORG,13200000,0
"FIDELIUM INVESTMENT ADVISERS, LLC","FIDELIUM INVESTMENT ADVISERS, LLC",,,,,,817-360-0698,,13200000,1-10
"IRONSIDE FINANCIAL GROUP, LLC","IRONSIDE FINANCIAL GROUP, LLC",374 MAIN ST,WAKEFIELD,MA,United States,01880,781-587-3681,https://www.ironsidefinancialgroup.com/,13200000,0
"KASPER, ALEXANDER L.","KASPER, ALEXANDER L.",,,,,,775-857-0248,,13201224,0
GREENFIELD/LEWIS INVESTMENT COUNSEL,GREENFIELD/LEWIS INVESTMENT COUNSEL,,,,,,843-422-4040,,13206435,0
"COMPASS TECHNOLOGY GROUP, INC.","COMPASS TECHNOLOGY GROUP, INC.",530 OAK GROVE AVENUE,MENLO PARK,CA,United States,94025-3268,650-289-9852,,13206945,
ENTRUST INVESTMENT MANAGEMENT LLC,ENTRUST INVESTMENT MANAGEMENT LLC,2401 TOWER DRIVE,MONROE,LA,United States,71201,318-322-7157,,13217367,0
"SWAN CAPITAL GROUP, LLC",SWAN CAPITAL FINANCIAL PLANNING,,,,,,2819844844,https://www.swancapitalfp.com,13220000,1-10
"SOLOMON AND ASSOCIATES, LLC",SOLOMON AND ASSOCIATES LLC,725 NORTHWEST KINGWOOD AVE.,REDMOND,OR,United States,97756,5413621624,http://solomonandassociates.co/,13220281,1-10
"WISE, JAMES LEROY","WISE, JAMES LEROY",,,,,,209-951-4112,,13228457,0
YAISH FINANCIAL SERVICES LLC,YAISH FINANCIAL,83 LEE PLACE SUITE 201,BERGENFIELD,NJ,United States,07621,201-948-4040,HTTPS://WWW.LINKEDIN.COM/COMPANY/YAISH-FINANCIAL/,13228693,26-50
THE COLERIDGE GROUP LLC,THE COLERIDGE GROUP LLC,11811 N. TATUM BLVD,PHOENIX,AZ,United States,85028,623-252-6661,http://www.coleridgegroup.com/,13232213,11-25
"RIHO PARTNERS, LLC","RIHO PARTNERS, LLC",,,,,,(415) 544-5090,,13252406,1-10
VALUENGINE CAPITAL MANAGEMENT LLC,VALUENGINE CAPITAL MANAGEMENT LLC,1900 S HARBOR CITY BLVD,MELBOURNE,FL,United States,32901,(321) 325-0519,https://www.linkedin.com/in/jordankimmel/,13270000,
YOUNGBLOOD FINANCIAL INC.,YOUNGBLOOD FINANCIAL INC.,2400 E MAIN STREET,ST CHARLES,IL,United States,60174-2436,312-698-9780,HTTP://WWW.YOUNGBLOODFINANCIAL.COM,13276600,1-10
"WESFAIR ADVISORY GROUP, INC.","WESFAIR ADVISORY GROUP, INC.",480 BEDFORD ROAD,CHAPPAQUA,NY,United States,10514,(914) 238-3734,https://www.wesfairadvisory.com/,13283974,1-10
"GLATT AND ASSOCIATES, LLC","GLATT AND ASSOCIATES, LLC",,,,,,805-552-4243,,13292907,0
"BUWICK GROUP WEALTH MANAGEMENT, LLC","BUWICK GROUP WEALTH MANAGEMENT, LLC",3100 S. BERRY RD.,NORMAN,OK,United States,73072,405-329-6000,https://www.buwickgroup.com,13292940,0
"FAT PITCH MANAGEMENT, L. P.","FAT PITCH MANAGEMENT, L. P.",2820 SELWYN AVENUE,CHARLOTTE,NC,United States,28209,(980) 299-2965,HTTP://FATPITCHCAPITAL.COM,13300000,1-10
SOAR FINANCIAL LLC,SOAR FINANCIAL LLC,2602 MERCHANTS WALK,MURFREESBORO,TN,United States,37128,(615) 410-9267,https://retirementplanadvisorsllc.com,13300000,0
"SDG FINANCIAL PLANNING, LLC",FLOURISH FINANCIAL PLANNING,1701 W NORTHWEST HWY,GRAPEVINE,TX,United States,76051,817-799-7699,HTTPS://WWW.FACEBOOK.COM/FLOURISHFiNANCIALPLANNING,13306176,11-25
GLASS BEAD CAPITAL MANAGEMENT LLC,GLASS BEAD CAPITAL MANAGEMENT LLC,407 LINCOLN ROAD,MIAMI BEACH,FL,United States,33139,(917) 251-4419,https://www.glassbeadcm.com,13320000,
THOMAS G. GRACE,THOS. G. GRACE ADVISORS,,,,,,(952) 457-2156,,13325000,0
BETTER WEALTH CAPITAL LLC,BETTER WEALTH CAPITAL,,,,,,407-473-5043,http://www.betterwealthcapital.com,13334490,0
"ASESORIA FINANCIERA INDEPENDIENTE, INC.","ASESORIA FINANCIERA INDEPENDIENTE, INC.",,,,,,646-301-6470,,13344629,
"SCHUMACHER FINANCIAL, LLC","SCHUMACHER FINANCIAL, LLC",860 BLUE GENTIAN ROAD,EAGAN,MN,United States,55121,(651) 256-4139,,13358182,51-100
"NORTH PARK FINANCIAL PLANNING, LLC",NORTH PARK FINANCIAL PLANNING,,,,,,(773) 991-8284,HTTPS://NORTHPARKFINANCIALPLANNING.COM/,13367874,26-50
"FINANCIAL INVESTMENTS ASSOCIATES, LLC","FINANCIAL INVESTMENTS ASSOCIATES, LLC",,,,,,305-595-9928,,13368716,
"FLEET CAPITAL MANAGEMENT, LLC","FLEET CAPITAL MANAGEMENT, LLC",,,,,,360-389-6407,HTTP://WWW.FLEETCAPITALMANAGEMENT.COM,13372642,0
"LOHISER INVESTMENT MANAGEMENT, INC.",ZENITH INVESTMENTS,,,,,,440-352-1610,,13374886,26-50
"HAHN FINANCIAL SERVICES, LLC","HAHN FINANCIAL SERVICES, LLC",,,,,,303-981-3968,,13385487,0
"SPRINGHOUSE FINANCIAL, LLC","SPRINGHOUSE FINANCIAL, LLC",,,,,,502-548-3167,,13386710,
"LEI WEALTH MANAGEMENT, LLC","LEI WEALTH MANAGEMENT, LLC",5237 FM 3164,GAINESVILLE,TX,United States,76240,(206) 617-2975,,13389047,0
"FUTURE PERFECT PLANNING, LLC","FUTURE PERFECT PLANNING, LLC",,,,,,646-543-8065,HTTP://WWW.FUTUREPERFECT.NYC,13392704,26-50
FREMONT FINANCIAL ADVISORS INC.,FREMONT FINANCIAL ADVISORS INC.,2220 RIVERVIEW ROAD,RIVERTON,WY,United States,82501,307-856-1234,HTTP://WWW.FREMONTFINANCIAL.COM,13398716,26-50
BRICKELL FINANCIAL GROUP LLC,BRICKELL FINANCIAL GROUP LLC,848 BRICKELL AVENUE,MIAMI,FL,United States,33131,305-602-2402,https://www.facebook.com/brickellfin/,13400000,1-10
"DIVERSIFIED CAPITAL WEALTH MANAGEMENT, LLC","DIVERSIFIED CAPITAL WEALTH MANAGEMENT, LLC",11512 N. PORT WASHINGTON RD,MEQUON,WI,United States,53092,414-688-7547,,13400000,1-10
BERUNDA CAPITAL MANAGEMENT LLC,BERUNDA CAPITAL MANAGEMENT,5 INDEPENDENCE WAY,PRINCETON,NJ,United States,08540-6627,267-977-9620,HTTPS://WWW.BERUNDACAP.COM,13400000,1-10
LAI CAPITAL MANAGEMENT LLC,LAI CAPITAL MANAGEMENT LLC,930 ROOSEVELT STE 302,IRVINE,CA,United States,92620,949-387-8781,http://www.laicapitalgroup.com,13401791,0
"THINK FINANCIAL STRATEGIES, LLC","THINK FINANCIAL STRATEGIES, LLC",,,,,,906-450-0352,,13416000,1-10
"SECURITY FINANCIAL ADVISORS,LLC","SECURITY FINANCIAL ADVISORS,LLC",450 S. MAPLE ROAD,ANN ARBOR,MI,United States,48103,734-769-1950,,13418175,
"CREATIVE RESOURCES INVESTMENT ADVISORS, LLC",CREATIVE RESOURCES INVESTMENT ADVISORS LLC,85 TOLLGATE ROAD,WARWICK,RI,United States,02886,4017380070,HTTP://WWW.CRIADVISORS.COM/,13418477,0
M & I FINANCIAL PLANNING SERVICES,M & I FINANCIAL PLANNING SERVICES,,,,,,914 309 3637,,13419368,0
"WEALTH ACUMEN, INC.","WEALTH ACUMEN, INC.",,,,,,(303) 840-0003,https://wealthacumen.com/,13420269,0
"CROSS CONSULTING AND SERVICES, LLC",FREEMAN GLOBAL INVESTMENT COUNSEL,,,,,,(866) 737-2728,HTTP://WWW.FREEMANGLOBAL.COM,13435525,
"LFS RIA, LLC","LFS RIA, LLC",,,,,,214-369-2323,https://ccrossland.incomeforlifemodel.com/iflm2017/homepage.jsp,13454095,1-10
"FLANAGAN, ERINN DUFFY",FLANAGAN FINANCIAL MANAGEMENT,2 HAYES STREET,NORWICH,NY,United States,13815,607-334-4100,,13455845,
"STANTUM, LLC","STANTUM, LLC",,,,,,650-279-0187,HTTP://WWW.STANTUM.COM,13482210,1-10
"COMPASS FINANCIAL ADVISORS, LLC","COMPASS FINANCIAL ADVISORS, LLC",,,,,,484 995-4517,,13486487,0
"CAPITAL FOCUS, INC.","CAPITAL FOCUS, INC.",412-C PETTIGRU STREET,GREENVILLE,SC,United States,29650,864250-1177,HTTP://CAPITALFOCUSINC.COM,13493539,11-25
"JACKSON PRIVATE WEALTH MANAGEMENT, INC.","JACKSON PRIVATE WEALTH MANAGEMENT, INC.",434 DELANNOY AVE,COCOA,FL,United States,32922,321-735-9872,HTTPS://WWW.JACKSON.FINANCIAL,13500000,26-50
MAREDIN CORPORATION,MAREDIN WEALTH ADVISORS,16132 SW 74TH PLACE,MIAMI,FL,United States,33157,305-648-6459,HTTP://WWW.MAREDIN.COM,13500000,1-10
"DARWISH, RYAN","DARWISH, RYAN",,,,,,541-345-9025,https://fee-only-adviser.com,13500000,1-10
"LEGATRUST FINANCIAL ADVISORS, INC.","LEGATRUST FINANCIAL ADVISORS, INC.",231 S BEMISTON AVE,SAINT LOUIS,MO,United States,63105,314-932-2185,HTTP://WWW.LEGATRUST.COM,13500000,1-10
"MAURO CAPITAL MANAGEMENT, INC.","MAURO CAPITAL MANAGEMENT, INC.",,,,,,724-316-5266,,13500000,1-10
"M3 ASSET MANAGEMENT, INC.","M3 ASSET MANAGEMENT, INC.",595 E. COLORADO BOULEVARD,PASADENA,CA,United States,91101,213-675-1843,https://www.facebook.com/M3AssetMgmt/,13500000,0
"HABIB, AMIR MOHAMMED",INTEGRATIVE FINANCIAL STRATEGIES,,,,,,925-899-9553,HTTP://WWW.INTEGRATIVEFINANCE.COM,13500000,0
TILLI WEALTH MANAGEMENT LLC,TILLI WEALTH MANAGEMENT,,,,,,952-836-6063,https://www.linkedin.com/in/nick-tilli-cfp%C2%AE-198327b5/,13500000,1-10
"ARROW ALLIANCE, LLC",ARROW ALLIANCE,,,,,,615-761-9430,http://arrowalliancellc.com,13505124,0
"AWARENESS WEALTH ADVISORS, INC.","AWARENESS WEALTH ADVISORS, INC.",,,,,,434-230-2211,HTTP://WWW.AWARENESSWA.COM/,13507882,11-25
BARRETT CAPITAL PARTNERS LLC,BARRETT CAPITAL PARTNERS,1109 WASHINGTON STREET,WEYMOUTH,MA,United States,02189,339-499-6282,https://www.barrettcapitalpartners.com/,13509561,26-50
"PRO ADVISORS, LTD. DBA R J PICKLE FINANCIAL SERVICES","PRO ADVISORS, LTD. DBA R J PICKLE FINANCIAL SERVICES",4004 GATEWAY DRIVE,COLLEYVILLE,TX,United States,76034,817-412-9016,,13516792,1-10
"GRIP FINANCIAL, LLC","GRIP FINANCIAL, LLC",,,,,,804-369-4747,http://myretirementgrip.com,13530327,
FARM GIRL CAPITAL LLC,FARM GIRL CAPITAL LLC,1225 SOLANO AVENUE,ALBANY,CA,United States,94706,(510) 529-4295,https://farmgirlcapital.com,13531457,26-50
"YOUR RICHEST LIFE, LLC",YOUR RICHEST LIFE,"500 CENTRAL EXPY, STE 500",PLANO,TX,United States,75074,469-708-7975,HTTP://WWW.YOURRICHESTLIFEPLANNING.COM,13537069,11-25
"PORTLAND INVESTMENT ADVISORS, LLC","PORTLAND INVESTMENT ADVISORS, LLC.",20 HOULTON RD,ISLAND FALLS,ME,United States,04747,(207)332-7739,https://www.piallc.us,13539379,
ADVICEWORKS WEALTH ADVISORS,ADVICEWORKS WEALTH ADVISORS,1680 FRUITVILLE RD,SARASOTA,FL,United States,34236,414-206-2062,HTTP://WWW.GREATADVICEWORKS.COM,13550000,1-10
OVERSON ADVISORY GROUP LLC,OVERSON ADVISORY GROUP,2500 SOUTH POWER ROAD,MESA,AZ,United States,85209,480-776-3550,HTTP://OVERSONADVISORY.COM,13550000,0
"GOVERNING DYNAMICS, LLC","DIREWOLF WEALTH MANAGEMENT, LLC",1095 EVERGREEN CIRCLE,WOODLANDS,TX,United States,77380,713-440-9282,HTTP://WWW.DIREWOLFWM.COM,13562514,
"SLALOM WEALTH MANAGEMENT, LLC","SLALOM WEALTH MANAGEMENT, LLC","836 57TH ST, SUITE 457",SACRAMENTO,CA,United States,95819,916-999-4854,https://www.linkedin.com/in/tony-matheson/,13564248,11-25
"KANU ASSET MANAGEMENT, LLC","KANU ASSET MANAGEMENT, LLC",4015 EXECUTIVE PARK DRIVE,CINCINNATI,OH,United States,45241,(513) 769-2700,HTTP://WWW.KANUASSET.COM,13567183,51-100
CROWE FINANCIAL GROUP LLC,CROWE FINANCIAL GROUP LLC,128 NORTH HIGH STREET,HILLSBORO,OH,United States,45133,937-393-8788,HTTP://WWW.CROWEFINANCIAL.COM,13574500,1-10
"FLIP FLOPS AND PEARLS, LLC","FLIP FLOPS AND PEARLS, LLC","1007 JOHNNIE DODDS BOULEVARD, SUITE 135",MOUNT PLEASANT,SC,United States,29464,(843) 329-7545,https://flipflopsandpearls.com/,13578355,11-25
BLUE ADVISORY LLC,BLUE ADVISORS,,,,,,724-914-1414,https://nextdoor.com/pages/blue-advisors-columbus-oh/,13586607,1-10
"LINDA L. GRAFF, C.P.A., P.C.","LINDA L. GRAFF, C.P.A., P.C.",,,,,,248-330-0760,,13587743,0
K183 ENTERPRISES LLC,SIMPLE LIFE FINANCIAL,,,,,,510-526-4407,HTTP://WWW.SIMPLELIFEFINANCIAL.COM,13591854,26-50
WATKINS FINANCIAL LIMITED,WATKINS FINANCIAL LIMITED,,,,,,913-345-1262,HTTP://WATKINSFINANCIAL.COM,13596060,1-10
"NORTH COAST ASSET MANAGEMENT, INC.","NORTH COAST ASSET MANAGEMENT, INC.",9051 CONDE LANE,WINDSOR,CA,United States,95492,707-837-9500,,13598053,0
"BARBETTA, JOSEPH ANTHONY",JOSEPH A. BARBETTA,1350 MAIN STREET,SARASOTA,FL,United States,34236,941-921-9566,,13598626,
"DISTRICT CAPITAL MANAGEMENT, LLC","DISTRICT CAPITAL MANAGEMENT, LLC",,,,,,(571) 210-2121,HTTP://WWW.DISTRICTCAPITALMANAGEMENT.COM,13609619,26-50
"BUOYANT FINANCIAL, LLC",BUOYANT FINANCIAL,,,,,,704-756-0315,HTTPS://WWW.BUOYANTFINANCIAL.COM,13610380,26-50
